device_name,timestamp,device_type,hierarchy_level,vendor,alarm_count_10min,critical_count_10min,major_count_10min,severity_score_sum,unique_alarm_types,has_link_down,has_ptp_sync_loss,has_packet_loss,has_high_cpu,has_high_memory,has_interface_flap,has_cell_unavailable,has_du_unreachable,target_down,device_type_enc,vendor_enc
MYS-ACC03-ER01,2025-05-04 03:38:56,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MYS-ACC03-ER01,2025-05-30 16:47:31,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
MYS-ACC03-ER01,2025-06-24 17:14:58,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
MYS-ACC03-ER01,2025-06-24 17:17:58,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-ACC03-ER01,2025-06-24 17:17:58,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-ACC03-ER01,2025-06-25 10:50:30,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
MYS-MWRLY01-ER01,2025-01-02 04:35:29,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
MYS-MWRLY01-ER01,2025-01-03 13:05:27,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MYS-MWRLY01-ER01,2025-01-08 02:52:37,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
MYS-MWRLY01-ER01,2025-02-04 02:55:57,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MYS-MWRLY01-ER01,2025-03-04 22:18:57,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
MYS-MWRLY01-ER01,2025-03-09 14:21:08,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
MYS-MWRLY01-ER01,2025-03-26 10:03:47,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
MYS-MWRLY01-ER01,2025-03-26 10:06:47,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-MWRLY01-ER01,2025-03-26 10:06:47,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-MWRLY01-ER01,2025-03-30 07:43:27,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
MYS-MWRLY01-ER01,2025-03-30 07:46:27,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-MWRLY01-ER01,2025-03-30 07:46:27,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-MWRLY01-ER01,2025-04-10 06:09:08,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
MYS-MWRLY01-ER01,2025-04-10 06:12:08,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-MWRLY01-ER01,2025-04-10 06:12:08,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-MWRLY01-ER01,2025-04-10 21:13:09,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1
MYS-MWRLY01-ER01,2025-05-26 14:46:50,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
MYS-MWRLY01-ER01,2025-06-13 06:28:16,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
BLR-AGG02-HW01,2025-01-02 05:29:16,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
BLR-AGG02-HW01,2025-02-21 16:29:09,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
BLR-AGG02-HW01,2025-03-05 14:26:24,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
BLR-AGG02-HW01,2025-03-31 12:53:00,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
BLR-AGG02-HW01,2025-04-14 10:32:02,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,2
BLR-AGG02-HW01,2025-04-20 09:51:06,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
BLR-AGG02-HW01,2025-05-06 22:11:22,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
BLR-AGG02-HW01,2025-05-14 21:34:01,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
BLR-AGG02-HW01,2025-05-30 01:46:51,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
MGR-METRO01-NK01,2025-01-02 10:20:12,Metro,7,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,4,3
MGR-METRO01-NK01,2025-01-11 06:51:55,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
MGR-METRO01-NK01,2025-02-04 23:14:09,Metro,7,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,4,3
MGR-METRO01-NK01,2025-03-30 17:11:46,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
MGR-METRO01-NK01,2025-04-24 06:16:47,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
MGR-METRO01-NK01,2025-05-18 12:07:00,Metro,7,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,4,3
MGR-ACC01-NK01,2025-01-03 18:33:18,Access,9,NOKIA,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,3
MGR-ACC01-NK01,2025-01-04 13:53:56,Access,9,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
MGR-ACC01-NK01,2025-01-28 10:03:00,Access,9,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,3
MGR-ACC01-NK01,2025-02-19 12:21:56,Access,9,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,3
MGR-ACC01-NK01,2025-03-07 23:03:11,Access,9,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,3
MGR-ACC01-NK01,2025-03-13 07:39:32,Access,9,NOKIA,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,3
MGR-ACC01-NK01,2025-04-02 20:38:44,Access,9,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,3
MGR-ACC01-NK01,2025-04-30 06:32:07,Access,9,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,3
MGR-ACC01-NK01,2025-05-14 00:38:47,Access,9,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,3
MGR-ACC01-NK01,2025-06-13 08:42:26,Access,9,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,3
MGR-ACC01-NK01,2025-06-23 08:11:32,Access,9,NOKIA,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
HBL-MWRLY02-ER01,2025-01-05 20:46:24,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
HBL-MWRLY02-ER01,2025-01-05 20:49:24,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
HBL-MWRLY02-ER01,2025-01-05 20:54:24,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
HBL-MWRLY02-ER01,2025-01-08 15:14:30,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1
HBL-MWRLY02-ER01,2025-01-16 10:04:09,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
HBL-MWRLY02-ER01,2025-01-16 10:07:09,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
HBL-MWRLY02-ER01,2025-01-16 10:12:09,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
HBL-MWRLY02-ER01,2025-02-12 20:33:43,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
HBL-MWRLY02-ER01,2025-02-24 13:52:32,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
HBL-MWRLY02-ER01,2025-03-23 23:15:16,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
HBL-MWRLY02-ER01,2025-03-23 23:18:16,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-MWRLY02-ER01,2025-03-23 23:18:16,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-MWRLY02-ER01,2025-04-10 22:26:46,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
HBL-MWRLY02-ER01,2025-04-18 12:40:06,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
HBL-MWRLY02-ER01,2025-04-22 00:36:01,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
HBL-MWRLY02-ER01,2025-05-21 23:57:50,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
HBL-MWRLY02-ER01,2025-05-22 00:00:50,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-MWRLY02-ER01,2025-05-22 00:00:50,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-MWRLY02-ER01,2025-06-11 10:46:40,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
HBL-MWRLY02-ER01,2025-06-26 09:11:45,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
HBL-MWRLY02-ER01,2025-06-29 10:39:48,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
HBL-MWRLY02-ER01,2025-06-29 10:42:48,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
HBL-MWRLY02-ER01,2025-06-29 10:47:48,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
MYS-ACC05-HW01,2025-01-06 00:38:37,Access,9,HUAWEI,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,2
MYS-ACC05-HW01,2025-02-13 04:41:14,Access,9,HUAWEI,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
MYS-ACC05-HW01,2025-04-07 06:38:23,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
MYS-ACC05-HW01,2025-04-07 06:41:23,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC05-HW01,2025-04-07 06:41:23,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC05-HW01,2025-04-29 16:57:12,Access,9,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
MYS-ACC05-HW01,2025-06-07 13:33:06,Access,9,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
MYS-ACC05-HW01,2025-06-23 19:28:43,Access,9,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,2
OLA_BLR_MYS_01,2025-01-06 03:51:20,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_BLR_MYS_01,2025-03-03 16:02:08,DWDM,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,3,3
OLA_BLR_MYS_01,2025-04-06 23:54:25,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_BLR_MYS_01,2025-05-22 06:42:40,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_BLR_MYS_01,2025-06-03 15:13:54,DWDM,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,3,3
OLA_BLR_MYS_01,2025-06-30 14:11:12,DWDM,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,3,3
MGR-AGG02-NK01,2025-01-06 22:18:31,Aggregation,8,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,3
MGR-AGG02-NK01,2025-01-10 10:44:59,Aggregation,8,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,3
MGR-AGG02-NK01,2025-01-27 22:43:01,Aggregation,8,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,3
MGR-AGG02-NK01,2025-02-25 22:10:47,Aggregation,8,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3
MGR-AGG02-NK01,2025-03-08 05:18:06,Aggregation,8,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3
MGR-AGG02-NK01,2025-06-04 19:33:14,Aggregation,8,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,3
MGR-AGG02-NK01,2025-06-26 09:42:52,Aggregation,8,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3
HBL-ACC05-ER01,2025-01-06 22:20:31,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
HBL-ACC05-ER01,2025-01-06 22:23:31,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC05-ER01,2025-01-06 22:23:31,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC05-ER01,2025-02-17 04:55:58,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
HBL-ACC05-ER01,2025-02-19 03:55:50,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
HBL-ACC05-ER01,2025-03-24 09:24:17,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
HBL-ACC05-ER01,2025-03-26 01:12:42,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
HBL-ACC05-ER01,2025-04-06 06:37:46,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
HBL-ACC05-ER01,2025-05-03 00:12:14,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
HBL-ACC05-ER01,2025-06-25 07:36:25,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
MYS-ACC01-HW01,2025-01-06 22:20:31,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
MYS-ACC01-HW01,2025-01-06 22:23:31,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC01-HW01,2025-01-06 22:23:31,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC01-HW01,2025-01-09 06:38:55,Access,9,HUAWEI,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
MYS-ACC01-HW01,2025-01-16 04:18:41,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
MYS-ACC01-HW01,2025-01-20 17:15:29,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
MYS-ACC01-HW01,2025-01-21 13:40:05,Access,9,HUAWEI,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
MYS-ACC01-HW01,2025-02-25 11:08:02,Access,9,HUAWEI,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,2
MYS-ACC01-HW01,2025-02-25 23:16:28,Access,9,HUAWEI,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
MYS-ACC01-HW01,2025-04-08 14:36:55,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,2
MYS-ACC01-HW01,2025-04-10 06:09:08,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
MYS-ACC01-HW01,2025-04-10 06:12:08,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC01-HW01,2025-04-10 06:12:08,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC01-HW01,2025-04-26 22:38:57,Access,9,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
MYS-ACC01-HW01,2025-06-26 04:30:28,Access,9,HUAWEI,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,2
HBL-ACC04-NK01,2025-01-06 22:20:31,Access,9,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,3
HBL-ACC04-NK01,2025-01-06 22:23:31,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-01-06 22:23:31,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-03-30 07:43:27,Access,9,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,3
HBL-ACC04-NK01,2025-03-30 07:46:27,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-03-30 07:46:27,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-03-31 12:55:00,Access,9,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,3
HBL-ACC04-NK01,2025-03-31 12:58:00,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-03-31 12:58:00,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-04-08 10:08:33,Access,9,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,3
HBL-ACC04-NK01,2025-04-10 06:09:08,Access,9,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,3
HBL-ACC04-NK01,2025-04-10 06:12:08,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-04-10 06:12:08,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-04-27 18:55:37,Access,9,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
HBL-ACC04-NK01,2025-05-21 23:57:50,Access,9,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,3
HBL-ACC04-NK01,2025-05-22 00:00:50,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-05-22 00:00:50,Access,9,NOKIA,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,3
HBL-ACC04-NK01,2025-06-04 16:04:14,Access,9,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,3
BLR-ACC02-HW01,2025-01-06 22:20:31,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
BLR-ACC02-HW01,2025-01-06 22:23:31,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
BLR-ACC02-HW01,2025-01-06 22:23:31,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
BLR-ACC02-HW01,2025-01-19 05:37:14,Access,9,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,2
BLR-ACC02-HW01,2025-02-21 19:11:14,Access,9,HUAWEI,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
BLR-ACC02-HW01,2025-03-03 08:20:49,Access,9,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
BLR-ACC02-HW01,2025-04-25 09:24:29,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,2
BLR-ACC02-HW01,2025-05-20 17:24:23,Access,9,HUAWEI,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
BLR-ACC02-HW01,2025-06-04 19:32:59,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
BLR-ACC02-HW01,2025-06-04 19:35:59,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
BLR-ACC02-HW01,2025-06-04 19:35:59,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
HBL-AGG01-HW01,2025-01-06 23:52:02,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
HBL-AGG01-HW01,2025-01-15 20:47:11,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
HBL-AGG01-HW01,2025-01-21 14:26:58,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
HBL-AGG01-HW01,2025-02-15 13:09:59,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2
HBL-AGG01-HW01,2025-02-18 10:32:08,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2
HBL-AGG01-HW01,2025-03-14 12:11:42,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
HBL-AGG01-HW01,2025-03-23 23:13:16,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
HBL-AGG01-HW01,2025-06-22 18:12:49,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
HBL-AGG01-HW01,2025-06-23 21:38:55,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
MGR-MWRLY01-ER01,2025-01-07 09:52:54,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
MGR-MWRLY01-ER01,2025-01-07 09:55:54,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
MGR-MWRLY01-ER01,2025-01-07 10:00:54,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
MGR-MWRLY01-ER01,2025-01-22 22:33:43,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1
MGR-MWRLY01-ER01,2025-02-13 10:23:43,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
MGR-MWRLY01-ER01,2025-02-16 07:45:27,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
MGR-MWRLY01-ER01,2025-04-01 04:11:53,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MGR-MWRLY01-ER01,2025-04-06 07:49:46,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
MGR-MWRLY01-ER01,2025-04-13 05:25:06,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MGR-MWRLY01-ER01,2025-06-17 15:55:36,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
MGR-MWRLY01-ER01,2025-06-17 15:58:36,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
MGR-MWRLY01-ER01,2025-06-17 16:03:36,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
MGR-ACC02-ER01,2025-01-09 03:03:20,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
MGR-ACC02-ER01,2025-02-02 04:09:34,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MGR-ACC02-ER01,2025-03-25 16:16:56,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MGR-ACC02-ER01,2025-06-02 19:19:34,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
MGR-ACC02-ER01,2025-06-04 19:32:59,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
MGR-ACC02-ER01,2025-06-04 19:35:59,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MGR-ACC02-ER01,2025-06-04 19:35:59,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MGR-ACC02-ER01,2025-06-12 00:37:20,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
HBL-CORE01-CS01,2025-01-10 06:14:38,Core,6,CISCO,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0
HBL-CORE01-CS01,2025-01-18 18:00:03,Core,6,CISCO,1,1,0,3,1,1,0,0,0,0,0,0,0,0,2,0
HBL-CORE01-CS01,2025-02-25 10:29:50,Core,6,CISCO,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
HBL-CORE01-CS01,2025-02-25 21:12:02,Core,6,CISCO,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
