Alarm ID,Raised Timestamp,Cleared Timestamp,Device Name,Device Type,Hierarchy Level,Vendor,Alarm Type,Severity,Status,Region,City
ALM001041,2025-01-19 10:41:46,,MGR-AGG01-HW01,Aggregation,8,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MGR,Mangalore
ALM001254,2025-01-19 10:50:59,2025-01-19 15:47:59,HBL-ACC02-ER01,Access,9,ERICSSON,LINK_DOWN,CRITICAL,CLEARED,HBL,Hubli
ALM001197,2025-01-19 19:12:48,2025-01-19 21:23:48,OLA_MYS_HBL_01,DWDM,7,NOKIA,OLA_GAIN_DEGRADE,MAJOR,CLEARED,BACKBONE,Transit
ALM001244,2025-01-20 07:42:03,,MYS-AGG02-HW01,Aggregation,8,HUAWEI,HIGH_CPU,WARNING,ACTIVE,MYS,Mysore
ALM001040,2025-01-20 17:15:29,2025-01-20 18:15:29,MYS-ACC01-HW01,Access,9,HUAWEI,PACKET_LOSS,MAJOR,CLEARED,MYS,Mysore
ALM001167,2025-01-21 02:42:30,,HBL-AGG02-HW01,Aggregation,8,HUAWEI,INTERFACE_FLAP,MAJOR,ACTIVE,HBL,Hubli
ALM001190,2025-01-21 07:13:53,2025-01-21 15:10:53,HBL-ACC02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,CLEARED,HBL,Hubli
ALM001009,2025-01-21 13:40:05,,MYS-ACC01-HW01,Access,9,HUAWEI,HIGH_MEMORY,WARNING,ACTIVE,MYS,Mysore
ALM001022,2025-01-21 14:26:58,,HBL-AGG01-HW01,Aggregation,8,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001175,2025-01-22 17:11:00,2025-01-22 23:04:00,MYS-METRO02-NK01,Metro,7,NOKIA,PACKET_LOSS,MAJOR,CLEARED,MYS,Mysore
ALM001004,2025-01-22 22:33:43,2025-01-23 02:35:43,MGR-MWRLY01-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,CLEARED,MGR,Mangalore
ALM001103,2025-01-23 07:19:12,,BLR-CORE01-CS01,Core,6,CISCO,HIGH_CPU,WARNING,ACTIVE,BLR,Bangalore
ALM001117,2025-01-26 00:23:24,,MYS-AGG02-HW01,Aggregation,8,HUAWEI,SPANNING_TREE_CHANGE,WARNING,ACTIVE,MYS,Mysore
ALM001116,2025-01-27 06:49:22,,BLR-ACC01-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001209,2025-01-27 22:43:01,2025-01-27 23:46:01,MGR-AGG02-NK01,Aggregation,8,NOKIA,PACKET_LOSS,MAJOR,CLEARED,MGR,Mangalore
ALM001259,2025-01-28 10:03:00,2025-01-28 10:43:00,MGR-ACC01-NK01,Access,9,NOKIA,PTP_SYNC_LOSS,CRITICAL,CLEARED,MGR,Mangalore
ALM001272,2025-01-31 03:07:29,,HBL-ACC02-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,ACTIVE,HBL,Hubli
ALM001252,2025-02-01 00:37:03,,HBL-AGG02-HW01,Aggregation,8,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001188,2025-02-01 01:10:30,2025-02-01 07:57:30,BLR-ACC03-NK01,Access,9,NOKIA,PTP_SYNC_LOSS,CRITICAL,CLEARED,BLR,Bangalore
ALM001118,2025-02-01 19:42:18,,MYS-AGG01-HW01,Aggregation,8,HUAWEI,INTERFACE_FLAP,MAJOR,ACKNOWLEDGED,MYS,Mysore
ALM001086,2025-02-01 23:01:18,2025-02-02 06:44:18,BLR-MWRLY02-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,CLEARED,BLR,Bangalore
ALM001048,2025-02-02 04:09:34,,MGR-ACC02-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,ACTIVE,MGR,Mangalore
ALM001204,2025-02-02 19:34:17,2025-02-02 20:47:17,BLR-MWRLY02-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,CLEARED,BLR,Bangalore
ALM001119,2025-02-03 04:42:56,,MYS-AGG03-HW01,Aggregation,8,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACKNOWLEDGED,MYS,Mysore
ALM001194,2025-02-04 02:55:57,2025-02-04 04:24:57,MYS-MWRLY01-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,CLEARED,MYS,Mysore
ALM001068,2025-02-04 15:47:57,,OLA_MYS_HBL_01,DWDM,7,NOKIA,OPTICAL_POWER_LOW,MAJOR,ACTIVE,BACKBONE,Transit
ALM001218,2025-02-04 23:14:09,2025-02-05 03:22:09,MGR-METRO01-NK01,Metro,7,NOKIA,INTERFACE_FLAP,MAJOR,CLEARED,MGR,Mangalore
ALM001064,2025-02-08 00:59:41,,HBL-ACC02-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,ACTIVE,HBL,Hubli
ALM001059,2025-02-08 22:43:01,2025-02-09 01:12:01,BLR-AGG03-HW01,Aggregation,8,HUAWEI,INTERFACE_FLAP,MAJOR,CLEARED,BLR,Bangalore
ALM001078,2025-02-09 02:01:01,,MYS-AGG01-HW01,Aggregation,8,HUAWEI,INTERFACE_FLAP,MAJOR,ACTIVE,MYS,Mysore
ALM001198,2025-02-09 20:49:30,,MGR-AGG03-NK01,Aggregation,8,NOKIA,HIGH_CPU,WARNING,ACTIVE,MGR,Mangalore
ALM001075,2025-02-10 11:24:09,2025-02-10 15:57:09,MGR-AGG03-NK01,Aggregation,8,NOKIA,LINK_DOWN,CRITICAL,CLEARED,MGR,Mangalore
ALM001138,2025-02-10 16:55:14,,MGR-ACC04-HW01,Access,9,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,MGR,Mangalore
ALM001049,2025-02-12 11:55:50,2025-02-12 17:11:50,BLR-MWRLY01-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,CLEARED,BLR,Bangalore
ALM001054,2025-02-12 14:23:16,,BLR-METRO02-NK01,Metro,7,NOKIA,HIGH_CPU,WARNING,ACTIVE,BLR,Bangalore
ALM001069,2025-02-12 20:33:43,2025-02-13 04:24:43,HBL-MWRLY02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,CLEARED,HBL,Hubli
ALM001223,2025-02-13 04:41:14,,MYS-ACC05-HW01,Access,9,HUAWEI,HIGH_MEMORY,WARNING,ACTIVE,MYS,Mysore
ALM001199,2025-02-13 10:23:43,,MGR-MWRLY01-ER01,Access,9,ERICSSON,INTERFACE_FLAP,MAJOR,ACTIVE,MGR,Mangalore
ALM001171,2025-02-13 22:37:50,,MYS-ACC02-HW01,Access,9,HUAWEI,PACKET_LOSS,MAJOR,ACKNOWLEDGED,MYS,Mysore
ALM001180,2025-02-14 01:12:17,,MYS-ACC06-ER01,Access,9,ERICSSON,LINK_DOWN,CRITICAL,ACKNOWLEDGED,MYS,Mysore
ALM001202,2025-02-14 06:59:39,,MYS-AGG02-HW01,Aggregation,8,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001014,2025-02-15 13:09:59,,HBL-AGG01-HW01,Aggregation,8,HUAWEI,HIGH_CPU,WARNING,ACTIVE,HBL,Hubli
ALM001051,2025-02-15 23:07:09,2025-02-16 03:35:09,BLR-AGG01-NK01,Aggregation,8,NOKIA,PACKET_LOSS,MAJOR,CLEARED,BLR,Bangalore
ALM001255,2025-02-16 07:45:27,,MGR-MWRLY01-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACKNOWLEDGED,MGR,Mangalore
ALM001146,2025-02-17 01:46:03,,MGR-AGG01-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,MGR,Mangalore
ALM001129,2025-02-17 04:55:58,2025-02-17 08:51:58,HBL-ACC05-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,CLEARED,HBL,Hubli
ALM001039,2025-02-17 15:36:57,2025-02-17 23:26:57,MGR-ACC03-NK01,Access,9,NOKIA,HIGH_MEMORY,WARNING,CLEARED,MGR,Mangalore
ALM001016,2025-02-17 21:04:32,,HBL-MWRLY01-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001099,2025-02-18 10:32:08,2025-02-18 12:31:08,HBL-AGG01-HW01,Aggregation,8,HUAWEI,HIGH_CPU,WARNING,CLEARED,HBL,Hubli
ALM001281,2025-02-18 18:30:16,,BLR-ACC05-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,ACTIVE,BLR,Bangalore
ALM001035,2025-02-19 03:55:50,,HBL-ACC05-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001026,2025-02-19 12:21:56,,MGR-ACC01-NK01,Access,9,NOKIA,INTERFACE_FLAP,MAJOR,ACTIVE,MGR,Mangalore
ALM001154,2025-02-20 04:56:50,,HBL-AGG03-NK01,Aggregation,8,NOKIA,LINK_DOWN,CRITICAL,ACTIVE,HBL,Hubli
ALM001184,2025-02-20 16:29:20,,MGR-METRO02-NK01,Metro,7,NOKIA,INTERFACE_FLAP,MAJOR,ACKNOWLEDGED,MGR,Mangalore
ALM001168,2025-02-21 03:22:24,,BLR-METRO02-NK01,Metro,7,NOKIA,PTP_SYNC_LOSS,CRITICAL,ACKNOWLEDGED,BLR,Bangalore
ALM001189,2025-02-21 04:10:40,2025-02-21 04:51:40,BLR-MWRLY01-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,CLEARED,BLR,Bangalore
ALM001407,2025-02-21 16:29:09,,BLR-AGG02-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,BLR,Bangalore
ALM001408,2025-02-21 16:31:09,,HBL-MWRLY01-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001409,2025-02-21 16:31:09,,BLR-ACC05-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,BLR,Bangalore
ALM001410,2025-02-21 16:34:09,,HBL-MWRLY01-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001411,2025-02-21 16:34:09,,HBL-MWRLY01-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001412,2025-02-21 16:34:09,,BLR-ACC05-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001413,2025-02-21 16:34:09,,BLR-ACC05-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001000,2025-02-21 19:11:14,,BLR-ACC02-HW01,Access,9,HUAWEI,HIGH_MEMORY,WARNING,ACTIVE,BLR,Bangalore
ALM001127,2025-02-21 20:33:48,2025-02-22 02:00:48,BLR-CORE01-CS01,Core,6,CISCO,INTERFACE_FLAP,MAJOR,CLEARED,BLR,Bangalore
ALM001033,2025-02-21 23:01:06,2025-02-21 23:41:06,BLR-MWRLY01-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,CLEARED,BLR,Bangalore
ALM001108,2025-02-23 20:33:38,2025-02-24 00:38:38,OLA_HBL_MGR_01,DWDM,7,NOKIA,OPTICAL_POWER_LOW,MAJOR,CLEARED,BACKBONE,Transit
ALM001067,2025-02-23 22:54:06,2025-02-24 00:39:06,MGR-ACC05-ER01,Access,9,ERICSSON,INTERFACE_FLAP,MAJOR,CLEARED,MGR,Mangalore
ALM001177,2025-02-24 13:52:32,2025-02-24 17:27:32,HBL-MWRLY02-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,CLEARED,HBL,Hubli
ALM001233,2025-02-25 05:45:49,2025-02-25 06:47:49,MYS-ACC04-HW01,Access,9,HUAWEI,PACKET_LOSS,MAJOR,CLEARED,MYS,Mysore
ALM001179,2025-02-25 10:29:50,2025-02-25 11:22:50,HBL-CORE01-CS01,Core,6,CISCO,MEMORY_HIGH,WARNING,CLEARED,HBL,Hubli
ALM001107,2025-02-25 11:08:02,2025-02-25 17:06:02,MYS-ACC01-HW01,Access,9,HUAWEI,DU_UNREACHABLE,CRITICAL,CLEARED,MYS,Mysore
ALM001186,2025-02-25 21:12:02,2025-02-25 23:55:02,HBL-CORE01-CS01,Core,6,CISCO,MEMORY_HIGH,WARNING,CLEARED,HBL,Hubli
ALM001007,2025-02-25 22:10:47,2025-02-26 03:16:47,MGR-AGG02-NK01,Aggregation,8,NOKIA,HIGH_CPU,WARNING,CLEARED,MGR,Mangalore
ALM001021,2025-02-25 22:43:45,,MGR-ACC03-NK01,Access,9,NOKIA,DU_UNREACHABLE,CRITICAL,ACTIVE,MGR,Mangalore
ALM001128,2025-02-25 23:02:38,,MGR-ACC04-HW01,Access,9,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,MGR,Mangalore
ALM001147,2025-02-25 23:16:28,,MYS-ACC01-HW01,Access,9,HUAWEI,HIGH_MEMORY,WARNING,ACTIVE,MYS,Mysore
ALM001246,2025-02-27 04:47:08,2025-02-27 07:53:08,MYS-METRO01-CS01,Metro,7,CISCO,INTERFACE_FLAP,MAJOR,CLEARED,MYS,Mysore
ALM001020,2025-02-27 20:46:19,,HBL-AGG02-HW01,Aggregation,8,HUAWEI,SPANNING_TREE_CHANGE,WARNING,ACTIVE,HBL,Hubli
ALM001045,2025-02-28 06:07:31,,BLR-MWRLY02-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,ACTIVE,BLR,Bangalore
ALM001269,2025-03-01 01:01:35,2025-03-01 05:41:35,HBL-ACC03-ER01,Access,9,ERICSSON,INTERFACE_FLAP,MAJOR,CLEARED,HBL,Hubli
ALM001137,2025-03-01 05:57:43,,MGR-ACC03-NK01,Access,9,NOKIA,CELL_UNAVAILABLE,CRITICAL,ACKNOWLEDGED,MGR,Mangalore
ALM001052,2025-03-01 12:58:43,2025-03-01 19:40:43,MGR-ACC05-ER01,Access,9,ERICSSON,LINK_DOWN,CRITICAL,CLEARED,MGR,Mangalore
ALM001070,2025-03-02 07:33:14,2025-03-02 11:10:14,MGR-MWRLY02-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,CLEARED,MGR,Mangalore
ALM001450,2025-03-03 00:02:17,,MYS-MWRLY02-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,ACTIVE,MYS,Mysore
ALM001451,2025-03-03 00:05:17,,MYS-MWRLY02-ER01,Access,9,ERICSSON,INTERFACE_FLAP,MAJOR,ACTIVE,MYS,Mysore
ALM001452,2025-03-03 00:10:17,,MYS-MWRLY02-ER01,Access,9,ERICSSON,LINK_DOWN,CRITICAL,ACTIVE,MYS,Mysore
ALM001071,2025-03-03 08:20:49,2025-03-03 12:35:49,BLR-ACC02-HW01,Access,9,HUAWEI,HIGH_CPU,WARNING,CLEARED,BLR,Bangalore
ALM001124,2025-03-03 16:02:08,2025-03-03 22:49:08,OLA_BLR_MYS_01,DWDM,7,NOKIA,LINK_DOWN,CRITICAL,CLEARED,BACKBONE,Transit
ALM001271,2025-03-03 21:16:44,,HBL-ACC02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACKNOWLEDGED,HBL,Hubli
ALM001210,2025-03-04 22:18:57,2025-03-05 05:08:57,MYS-MWRLY01-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,CLEARED,MYS,Mysore
ALM001145,2025-03-05 12:10:15,2025-03-05 14:09:15,BLR-AGG03-HW01,Aggregation,8,HUAWEI,SPANNING_TREE_CHANGE,WARNING,CLEARED,BLR,Bangalore
ALM001434,2025-03-05 14:26:24,,BLR-AGG02-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,BLR,Bangalore
ALM001435,2025-03-05 14:28:24,,BLR-ACC05-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,BLR,Bangalore
ALM001436,2025-03-05 14:28:24,,MYS-ACC03-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001437,2025-03-05 14:28:24,,MYS-ACC04-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001438,2025-03-05 14:31:24,,BLR-ACC05-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,BLR,Bangalore
